2017024	472	709	0	6	1	4	3	1	5	7	2	9	2	12	1	6	8	11	5	7	3	9	0	6	2	56	19	1	8	14	11	4	1	10	11	4	3	6	5	7	2	9	16
2017025	481	359	1	7	2	3	4	5	6	1	3	9	3	13	2	3	9	12	6	1	4	10	1	7	3	57	20	5	9	15	12	5	2	11	12	5	4	7	6	8	3	9	17
2017026	978	259	2	8	2	1	5	5	7	2	4	9	4	14	2	1	10	13	7	2	5	11	2	8	4	58	21	5	10	16	13	6	3	12	13	6	5	8	7	9	4	9	16
2017027	150	873	3	9	1	3	6	1	8	7	8	1	5	15	1	2	11	14	8	3	8	12	3	9	5	59	22	1	11	7	14	7	4	13	14	3	6	9	8	10	5	1	18
2017028	579	193	4	1	2	3	7	2	9	1	1	9	6	1	2	3	12	15	9	4	1	13	4	10	6	60	23	2	12	1	15	9	5	14	15	3	7	10	9	11	6	2	13
2017029	145	272	5	1	2	1	8	3	10	7	2	1	7	1	2	4	13	16	10	5	2	14	5	11	7	61	24	3	13	7	16	1	6	15	2	1	8	11	10	12	7	3	11
2017030	541	107	0	1	1	2	9	4	11	7	3	2	8	1	1	5	14	17	11	6	3	15	0	12	8	62	25	4	14	1	17	2	7	16	1	2	9	12	11	7	8	4	8
2017031	579	376	1	1	2	3	10	5	6	7	4	3	9	1	2	3	15	18	12	7	4	16	1	13	9	63	26	5	15	7	18	3	8	17	2	3	10	13	6	1	9	5	16
2017032	394	237	2	2	2	3	11	6	1	7	5	4	10	2	2	1	16	19	13	8	5	17	2	14	10	3	27	6	16	1	19	4	9	18	3	4	11	14	1	7	10	6	12
2017033	505	114	3	1	1	1	4	7	2	1	6	5	11	1	1	2	17	20	14	9	6	18	3	1	11	1	28	7	17	2	20	5	10	19	4	5	4	15	2	1	11	7	6
2017034	563	348	4	1	2	3	4	8	3	2	8	6	12	1	2	3	18	21	15	10	7	19	4	1	12	2	4	8	18	3	21	6	11	20	5	6	1	16	3	2	8	8	15
2017035	192	624	5	2	2	1	4	9	6	3	1	7	13	2	3	1	19	22	6	11	8	20	5	2	2	3	1	9	19	4	22	7	12	21	6	7	4	17	4	3	1	9	12
2017036	647	650	0	3	1	2	1	5	6	4	2	8	14	3	4	2	20	23	6	12	9	21	6	3	1	4	2	5	20	5	23	8	0	22	7	8	1	18	5	4	2	10	11
2017037	586	897	1	4	2	3	2	1	1	7	8	9	15	4	5	3	21	24	1	13	8	22	7	4	2	5	3	1	21	6	24	9	1	23	8	9	2	19	6	7	3	11	24
2017038	589	134	2	1	3	3	4	2	2	1	1	1	16	1	6	4	22	25	2	14	1	23	8	5	3	3	4	2	22	7	25	1	2	24	9	10	4	20	7	1	4	12	8
2017039	997	395	3	1	4	3	1	5	3	2	2	9	17	1	7	3	23	26	3	15	2	24	9	6	4	1	5	3	23	8	26	9	3	25	10	11	1	5	8	2	5	13	17
2017040	408	899	4	2	5	1	2	1	4	3	8	9	18	2	8	1	24	27	4	16	8	25	10	7	5	2	6	4	24	9	27	9	4	26	11	12	2	1	9	3	6	9	26
2017041	631	480	0	3	6	2	4	2	5	4	8	1	19	3	9	2	4	28	5	17	1	26	11	8	6	3	7	5	25	10	8	1	0	27	12	13	3	2	10	4	7	1	12
2017042	961	000	0	4	7	3	1	3	6	5	1	2	0	4	10	3	1	29	6	18	2	27	0	9	7	4	8	6	26	11	1	2	0	28	13	14	4	3	11	5	8	2	0
2017043	835	050	0	5	8	4	2	5	7	6	2	3	0	5	11	4	2	30	7	19	3	28	1	10	8	5	9	5	27	12	2	3	0	29	14	15	5	4	12	6	9	3	5
2017044	805	861	1	1	9	5	3	1	6	7	8	4	1	6	12	5	3	31	8	20	8	29	2	11	9	6	10	1	6	13	3	4	1	1	15	16	6	5	13	7	10	4	15
2017045	792	679	2	1	10	6	4	2	6	7	1	9	2	7	13	6	4	32	6	21	1	30	3	12	10	7	11	2	1	7	4	5	2	1	16	17	7	6	14	8	11	9	22
2017046	714	570	0	2	11	7	5	5	1	7	2	1	3	8	14	7	5	5	1	22	2	31	4	13	11	8	12	3	2	7	5	6	0	2	17	18	8	7	15	9	12	1	12
2017047	192	945	1	3	12	8	4	5	2	1	3	9	4	9	15	8	6	1	2	23	3	9	5	14	12	9	4	4	3	1	6	7	1	3	18	19	9	5	16	10	13	2	18
2017048	045	557	2	4	13	9	1	5	3	7	4	1	5	10	16	9	7	5	3	24	4	1	6	15	13	10	1	5	4	2	7	8	2	4	19	20	10	1	17	7	14	3	17
2017049	649	036	0	5	14	3	2	1	6	1	5	2	0	11	17	10	8	1	4	25	5	2	7	16	14	3	2	1	5	3	8	9	3	5	20	21	11	2	6	1	15	4	9
2017050	966	278	1	6	2	1	3	2	1	7	8	3	1	12	2	11	9	2	5	26	6	3	8	17	15	1	3	2	6	7	9	10	4	6	21	22	12	3	1	2	8	5	17
2017051	828	702	0	7	2	2	4	3	2	7	1	4	2	13	1	12	10	3	6	7	7	4	0	18	16	2	4	3	7	1	10	11	5	7	2	23	13	4	2	3	1	6	9
2017052	889	731	1	1	1	3	5	4	3	7	2	5	3	14	2	13	11	4	7	7	8	5	1	19	17	3	5	4	8	2	11	12	6	1	1	24	14	5	3	4	2	7	11
2017053	747	652	2	1	2	1	6	5	6	1	3	6	4	15	3	14	12	5	6	1	9	6	2	20	18	1	6	5	9	3	12	13	7	1	2	25	15	6	4	5	3	8	13
2017054	069	754	3	2	1	2	4	5	1	7	4	7	5	16	4	15	13	6	1	7	10	7	3	21	19	2	7	5	10	4	13	14	8	2	1	26	4	7	5	6	4	9	16
2017055	552	276	4	3	2	3	1	1	6	7	5	8	6	17	2	16	14	7	2	1	11	8	4	22	20	3	8	1	11	7	14	15	9	3	2	27	1	8	6	7	5	10	15
2017056	297	102	0	1	2	4	2	2	1	1	6	9	7	1	1	17	15	8	3	2	12	9	0	23	21	4	9	2	12	1	15	16	10	4	2	28	2	9	1	8	6	11	3
2017057	207	242	1	1	2	5	4	3	2	2	7	10	8	1	2	18	16	9	4	3	13	10	1	24	22	5	4	3	13	2	16	17	11	5	2	29	3	10	2	9	7	12	8
2017058	056	262	2	2	2	6	1	4	6	3	8	11	9	2	2	19	17	10	5	4	14	11	2	25	23	6	1	4	6	3	17	18	12	6	2	30	4	11	3	10	8	13	10
2017059	362	143	3	1	1	3	4	5	1	4	9	12	10	1	1	20	18	11	6	5	15	12	3	26	24	7	4	5	1	4	18	19	13	7	1	3	5	12	4	11	9	14	8
2017060	873	868	4	1	2	1	1	6	6	5	8	13	11	1	2	21	19	12	7	6	8	13	4	27	25	8	1	6	6	5	19	20	14	8	2	1	6	13	5	12	8	15	22
2017061	019	454	5	2	3	2	4	5	1	6	1	14	12	2	3	22	4	13	8	7	1	14	5	28	26	9	2	5	1	6	20	21	15	9	3	2	4	14	6	13	1	16	13
2017062	761	975	6	3	4	3	1	5	2	7	2	9	13	3	4	23	1	14	9	8	2	9	6	29	27	10	3	1	2	7	21	22	16	10	4	3	1	5	7	14	2	17	21
2017063	450	864	7	4	5	4	4	1	6	1	8	1	14	4	5	24	2	15	10	9	8	1	7	30	28	11	4	2	6	1	22	23	17	11	5	4	4	1	8	15	3	18	18
2017064	277	158	8	1	6	5	1	5	1	2	8	2	15	1	6	25	3	16	11	10	1	2	8	31	29	12	5	5	1	2	23	24	18	12	6	5	1	2	9	16	8	19	14
2017065	789	577	9	1	7	6	2	5	2	7	1	3	16	1	7	26	4	5	12	11	2	3	9	32	30	13	6	1	2	7	24	25	19	13	7	6	2	3	10	7	1	20	19
2017066	159	322	10	2	2	3	3	1	3	1	2	4	17	2	8	3	5	1	13	12	3	4	10	33	2	14	7	2	3	1	25	26	20	14	2	7	3	4	11	1	2	21	7
2017067	766	644	11	3	1	1	4	2	6	2	3	5	18	3	9	1	6	2	6	13	4	5	11	34	1	15	4	3	4	2	26	27	21	15	1	8	4	5	12	2	3	22	14
2017068	685	910	0	1	2	2	1	3	1	3	4	9	19	4	10	2	7	3	1	14	5	9	12	1	2	16	1	4	5	3	27	28	0	16	2	9	1	6	13	3	4	23	10
2017069	610	518	1	1	3	3	2	5	2	4	8	1	20	5	11	3	8	5	2	15	6	1	13	1	3	17	2	5	6	4	28	29	1	17	3	10	2	7	14	4	8	24	14
2017070	806	231	2	1	2	3	3	1	3	5	1	2	21	6	2	4	9	1	3	16	7	2	14	1	4	3	3	6	7	5	29	30	2	1	4	11	3	8	15	5	1	25	6
2017071	434	882	3	1	2	1	4	2	4	6	8	3	22	7	1	5	10	2	4	17	8	3	15	2	5	1	4	7	8	6	8	31	3	1	2	12	4	9	16	6	2	26	18
2017072	241	174	4	1	1	2	4	3	5	7	1	4	23	1	2	6	11	3	5	18	1	4	16	3	6	2	5	8	9	7	1	32	4	2	1	13	4	10	17	7	3	27	12
2017073	445	075	0	1	2	3	1	5	6	7	2	5	0	1	3	7	12	4	6	19	2	5	17	4	7	3	6	9	10	7	2	33	5	3	2	14	1	5	18	8	4	28	12
2017074	983	576	1	2	3	4	2	5	6	7	3	6	1	2	4	8	13	5	7	20	3	6	18	5	8	4	7	10	11	7	3	34	6	4	3	15	2	1	6	9	5	29	18
2017075	607	787	2	3	4	5	3	1	1	7	8	7	2	3	5	9	14	1	8	7	4	7	19	6	9	5	8	11	12	1	8	35	7	5	4	16	3	2	1	7	6	30	22
2017076	631	074	0	4	5	6	4	2	2	7	1	8	0	4	6	10	15	2	9	1	5	8	20	7	10	6	9	12	13	7	1	36	8	6	5	17	4	3	2	1	7	31	11
2017077	073	020	0	5	2	7	1	3	3	1	2	9	0	5	7	11	16	3	10	2	6	9	21	8	2	7	10	13	14	1	2	37	0	7	6	18	1	4	3	2	8	32	2
2017078	676	449	1	6	1	8	4	4	4	2	3	9	1	6	8	12	4	4	11	3	7	10	22	9	1	8	4	14	15	2	3	38	1	8	7	19	2	5	4	3	9	9	17
2017079	294	487	2	7	2	9	4	5	5	7	8	1	2	7	9	13	4	5	12	4	8	11	23	10	2	9	1	15	16	3	8	39	2	9	8	20	3	6	5	7	10	1	19
2017080	759	735	3	8	3	3	1	5	6	7	1	2	3	8	10	14	1	6	13	7	9	12	24	11	3	3	2	16	17	4	1	40	3	10	9	21	4	5	6	1	11	2	15
2017081	167	129	4	1	2	1	2	1	7	1	2	9	4	1	11	15	2	7	14	1	10	13	25	12	2	1	3	17	18	5	2	41	4	11	10	22	5	1	7	2	12	9	12
2017082	049	625	5	1	2	2	3	5	6	2	3	1	5	1	12	16	3	8	6	2	11	14	26	13	2	2	4	18	19	6	3	42	5	12	11	23	6	5	8	3	13	1	13
2017083	730	105	0	1	1	3	4	5	1	3	4	2	6	1	13	17	4	9	1	3	12	15	0	14	1	3	5	19	20	7	4	43	6	13	12	24	7	5	9	4	14	2	6
2017084	700	822	1	1	2	4	5	1	2	4	8	3	7	1	14	18	5	10	2	4	8	16	1	15	2	4	6	20	21	8	5	44	7	14	2	25	8	1	10	5	15	3	12
2017085	553	560	0	2	1	5	6	5	6	5	1	4	8	2	15	19	6	5	3	5	1	17	2	16	1	5	7	21	6	9	6	45	0	15	1	26	9	2	11	6	16	4	11
2017086	934	697	1	3	2	6	7	1	6	7	2	9	9	3	16	20	7	1	6	6	2	18	3	17	2	6	8	22	1	10	7	9	1	16	2	27	10	3	12	7	17	5	22
2017087	486	377	2	4	3	3	8	2	1	7	3	1	10	4	17	3	8	2	1	7	3	19	4	18	3	7	9	23	2	7	8	1	2	17	3	28	11	4	13	7	18	6	17
2017088	810	366	3	5	4	3	9	3	6	1	4	2	11	5	18	3	9	3	2	8	4	20	5	19	4	8	10	24	6	1	9	2	3	18	4	29	12	5	6	1	19	7	15
2017089	742	518	4	1	5	1	10	5	1	2	8	3	12	6	19	1	10	5	3	9	5	21	6	1	5	9	11	25	1	2	10	3	4	19	5	30	13	6	1	2	8	8	14
2017090	526	390	0	1	6	3	11	1	2	3	1	9	13	7	20	3	11	1	4	10	6	22	7	1	6	10	12	26	2	3	11	9	0	20	6	31	14	7	2	3	1	9	12
2017091	294	341	1	1	7	3	4	2	3	4	2	1	14	8	21	3	12	2	5	11	7	23	8	2	7	11	4	27	3	4	12	1	1	1	7	32	15	8	3	4	2	10	8
2017092	651	305	0	1	8	3	1	5	4	5	3	2	15	9	22	3	13	3	6	12	8	24	0	3	8	12	1	28	4	5	13	2	2	1	8	33	16	5	4	5	3	11	8
2017093	738	840	0	2	9	1	4	1	5	6	8	3	16	10	23	1	14	4	7	13	8	25	1	4	9	13	4	29	5	6	14	3	0	2	9	34	17	1	5	6	4	12	12
2017094	588	573	1	3	10	3	1	5	6	7	1	4	17	11	24	2	15	5	8	14	1	26	2	5	10	14	1	30	6	7	15	4	1	3	10	3	18	2	6	7	5	13	15
2017095	383	593	2	4	11	3	2	5	7	1	2	9	18	12	25	3	16	5	9	15	2	27	3	6	11	15	2	31	7	1	16	9	2	4	11	3	19	3	7	8	6	14	17
2017096	204	470	0	5	12	1	4	1	8	7	3	1	19	13	26	4	4	1	10	16	3	28	4	7	12	16	3	32	8	7	17	1	0	5	12	1	20	4	8	9	7	15	11
2017097	701	749	1	6	13	2	4	2	9	7	4	9	20	14	27	5	1	2	11	7	4	29	5	8	13	17	4	33	9	1	18	2	1	6	13	2	21	5	9	10	8	9	20
2017098	090	407	0	7	14	3	4	3	10	7	5	1	21	15	28	6	4	3	12	1	5	30	0	9	14	18	1	34	10	2	19	3	2	7	14	3	22	6	10	7	9	1	11
2017099	277	046	0	8	15	4	4	4	6	1	6	2	0	16	29	7	1	4	13	2	6	31	1	10	15	19	4	35	11	3	20	4	3	8	15	4	23	7	6	1	10	2	10
2017100	450	596	1	9	16	5	1	5	6	2	7	9	1	17	30	8	2	5	14	3	7	32	2	11	16	20	1	36	12	4	21	9	4	9	16	5	24	8	6	2	11	3	20
2017101	431	809	0	10	17	6	2	1	1	3	8	9	2	18	31	9	3	1	15	4	8	33	0	12	17	21	2	37	13	5	22	1	5	10	17	6	25	9	1	3	12	9	17
2017102	293	698	1	11	18	7	3	2	6	4	8	9	3	19	32	10	4	2	6	5	1	34	1	13	18	22	3	38	14	6	23	9	6	11	18	7	26	10	2	4	8	1	23
2017103	589	350	0	12	19	3	4	5	1	5	1	1	4	20	33	3	5	3	1	6	2	35	2	14	19	23	4	5	15	7	24	1	0	12	19	8	27	11	3	5	1	2	8
2017104	061	524	1	13	2	1	4	5	2	6	2	2	5	21	34	1	6	5	2	7	3	36	3	15	2	24	5	1	16	8	25	2	1	13	20	9	4	12	4	6	2	3	11
2017105	085	421	2	1	2	2	4	1	3	7	3	3	6	22	35	2	4	1	3	8	4	37	4	16	2	25	6	2	17	9	26	3	2	1	21	10	1	13	5	7	3	4	7
2017106	347	936	3	1	1	3	1	2	6	8	4	9	7	23	36	3	1	2	4	9	5	9	5	17	1	3	7	3	18	10	27	4	3	1	22	11	2	14	6	8	4	5	18
2017107	840	725	4	2	2	1	2	5	1	7	5	1	8	24	37	4	2	3	5	7	6	1	6	18	2	1	8	4	19	11	28	5	4	2	23	12	3	5	1	9	5	6	14
2017108	892	557	5	3	1	2	3	5	2	7	6	2	9	25	38	5	3	5	6	1	7	2	7	19	1	2	9	5	20	12	29	6	5	3	24	13	4	1	2	7	6	7	17
2017109	048	488	6	4	2	3	4	1	3	1	8	3	10	26	39	6	4	1	7	2	8	3	8	20	2	3	10	1	21	13	8	7	6	4	25	14	5	2	3	1	8	8	20
2017110	686	266	7	5	2	4	1	2	6	2	1	4	11	27	2	7	1	2	8	3	9	4	9	21	3	4	11	2	6	14	1	8	7	5	26	15	6	3	6	2	1	9	14
2017111	880	331	8	1	1	3	2	3	1	3	2	5	12	28	1	3	2	3	9	4	10	5	10	22	4	3	12	3	1	15	2	9	8	1	27	16	7	4	1	3	2	10	7
2017112	609	695	9	1	2	1	3	5	6	4	3	9	13	29	2	1	3	4	6	5	11
